source,slug,status,severity,score,summary,issues
database,emotion-worry-note-style,draft,P1,40,results=16/16; avgSummary=115; thinRows=16,P1 thin result rows: 16
database,emotion-worry-share-wave4,draft,Pass,90,results=16/16; avgSummary=174; thinRows=0,
database,exam-checking-order-j6Dm,draft,P1,40,results=16/16; avgSummary=144; thinRows=16,P1 thin result rows: 16
database,focus-music-choice-YZtD,draft,P1,40,results=16/16; avgSummary=154; thinRows=16,P1 thin result rows: 16
database,free-sample-choice-_yxp,draft,P1,40,results=16/16; avgSummary=137; thinRows=16,P1 thin result rows: 16
database,free-shipping-threshold-lRle,draft,P1,40,results=16/16; avgSummary=121; thinRows=16,P1 thin result rows: 16
database,grocery-label-checking-u3NR,draft,P1,40,results=16/16; avgSummary=116; thinRows=16,P1 thin result rows: 16
database,hobby-baking-try-wave5,draft,Pass,90,results=16/16; avgSummary=143; thinRows=0,
database,hobby-board-game-wave5,draft,Pass,90,results=16/16; avgSummary=145; thinRows=0,
database,hobby-bookshelf-tidy-wave5,draft,Pass,90,results=16/16; avgSummary=141; thinRows=0,
database,hobby-bookstore-browsing,draft,P1,40,results=16/16; avgSummary=116; thinRows=16,P1 thin result rows: 16
database,hobby-camping-prep-wave5,draft,Pass,90,results=16/16; avgSummary=141; thinRows=0,
database,hobby-card-game-wave5,draft,Pass,90,results=16/16; avgSummary=139; thinRows=0,
database,hobby-class-signup-wave5,draft,Pass,90,results=16/16; avgSummary=141; thinRows=0,
database,hobby-collection-display,draft,P1,40,results=16/16; avgSummary=116; thinRows=16,P1 thin result rows: 16
database,hobby-coloring-set-wave5,draft,Pass,90,results=16/16; avgSummary=141; thinRows=0,
database,hobby-concert-seat-choice,draft,P1,40,results=16/16; avgSummary=118; thinRows=16,P1 thin result rows: 16
database,hobby-craft-kit-wave5,draft,Pass,90,results=16/16; avgSummary=143; thinRows=0,
database,hobby-craft-project-start,draft,P1,40,results=16/16; avgSummary=115; thinRows=16,P1 thin result rows: 16
database,hobby-creative-block-response,draft,P1,40,results=16/16; avgSummary=117; thinRows=16,P1 thin result rows: 16
database,hobby-cycle-ride-wave5,draft,Pass,90,results=16/16; avgSummary=145; thinRows=0,
database,hobby-dance-class-wave5,draft,Pass,90,results=16/16; avgSummary=143; thinRows=0,
database,hobby-drawing-reference-choice,draft,P1,40,results=16/16; avgSummary=120; thinRows=16,P1 thin result rows: 16
database,hobby-drawing-time-wave5,draft,Pass,90,results=16/16; avgSummary=143; thinRows=0,
database,hobby-embroidery-set-wave5,draft,Pass,90,results=16/16; avgSummary=141; thinRows=0,
database,hobby-game-difficulty-choice,draft,P1,40,results=16/16; avgSummary=119; thinRows=16,P1 thin result rows: 16
database,hobby-garden-care-wave5,draft,Pass,90,results=16/16; avgSummary=143; thinRows=0,
database,hobby-hiking-route-wave5,draft,Pass,90,results=16/16; avgSummary=141; thinRows=0,
database,hobby-hobby-budget-line,draft,P1,40,results=16/16; avgSummary=118; thinRows=16,P1 thin result rows: 16
database,hobby-hobby-sharing-post,draft,P1,40,results=16/16; avgSummary=118; thinRows=16,P1 thin result rows: 16
database,hobby-hobby-supply-shopping,draft,P1,40,results=16/16; avgSummary=117; thinRows=16,P1 thin result rows: 16
database,hobby-home-cafe-setup,draft,P1,40,results=16/16; avgSummary=116; thinRows=16,P1 thin result rows: 16
database,hobby-interior-shift-wave5,draft,Pass,90,results=16/16; avgSummary=145; thinRows=0,
database,hobby-karaoke-pick-wave5,draft,Pass,90,results=16/16; avgSummary=143; thinRows=0,
database,hobby-learning-kit-choice,draft,P1,40,results=16/16; avgSummary=118; thinRows=16,P1 thin result rows: 16
database,hobby-meditation-min-wave5,draft,Pass,90,results=16/16; avgSummary=141; thinRows=0,
database,hobby-movie-review-note,draft,P1,40,results=16/16; avgSummary=118; thinRows=16,P1 thin result rows: 16
database,hobby-museum-night-wave5,draft,Pass,90,results=16/16; avgSummary=149; thinRows=0,
database,hobby-music-practice-rhythm,draft,P1,40,results=16/16; avgSummary=117; thinRows=16,P1 thin result rows: 16
database,hobby-photo-edit-wave5,draft,Pass,90,results=16/16; avgSummary=141; thinRows=0,
database,hobby-photo-walk-route,draft,P1,40,results=16/16; avgSummary=118; thinRows=16,P1 thin result rows: 16
database,hobby-playlist-curation,draft,P1,40,results=16/16; avgSummary=121; thinRows=16,P1 thin result rows: 16
database,hobby-poem-read-wave5,draft,Pass,90,results=16/16; avgSummary=141; thinRows=0,
database,hobby-pottery-class-wave5,draft,Pass,90,results=16/16; avgSummary=141; thinRows=0,
database,hobby-radio-listen-wave5,draft,Pass,90,results=16/16; avgSummary=143; thinRows=0,
database,hobby-reading-list-priority,draft,P1,40,results=16/16; avgSummary=119; thinRows=16,P1 thin result rows: 16
database,hobby-solo-hobby-depth,draft,P1,40,results=16/16; avgSummary=121; thinRows=16,P1 thin result rows: 16
database,hobby-video-cut-wave5,draft,Pass,90,results=16/16; avgSummary=141; thinRows=0,
database,hobby-weekend-project-plan,draft,P1,40,results=16/16; avgSummary=119; thinRows=16,P1 thin result rows: 16
database,hobby-workshop-participation,draft,P1,40,results=16/16; avgSummary=120; thinRows=16,P1 thin result rows: 16
database,hobby-writing-start-wave5,draft,Pass,90,results=16/16; avgSummary=143; thinRows=0,
database,hobby-yoga-flow-wave5,draft,Pass,90,results=16/16; avgSummary=141; thinRows=0,
database,home-blanket-storage-style,draft,P1,40,results=16/16; avgSummary=119; thinRows=16,P1 thin result rows: 16
database,home-cleaning-tool-choice,draft,P1,40,results=16/16; avgSummary=119; thinRows=16,P1 thin result rows: 16
database,home-delivery-box-disposal,draft,P1,40,results=16/16; avgSummary=119; thinRows=16,P1 thin result rows: 16
database,home-drawer-zone-making,draft,P1,40,results=16/16; avgSummary=119; thinRows=16,P1 thin result rows: 16
database,home-guest-ready-routine,draft,P1,40,results=16/16; avgSummary=118; thinRows=16,P1 thin result rows: 16
database,home-home-noise-control,draft,P1,40,results=16/16; avgSummary=117; thinRows=16,P1 thin result rows: 16
database,home-home-scent-choice,draft,P1,40,results=16/16; avgSummary=118; thinRows=16,P1 thin result rows: 16
database,home-household-stock-check,draft,P1,40,results=16/16; avgSummary=121; thinRows=16,P1 thin result rows: 16
database,home-kitchen-counter-reset,draft,P1,40,results=16/16; avgSummary=119; thinRows=16,P1 thin result rows: 16
database,home-livingroom-reset,draft,P1,40,results=16/16; avgSummary=117; thinRows=16,P1 thin result rows: 16
database,home-seasonal-decor-storage,draft,P1,40,results=16/16; avgSummary=119; thinRows=16,P1 thin result rows: 16
database,home-storage-box-labeling,draft,P1,40,results=16/16; avgSummary=120; thinRows=16,P1 thin result rows: 16
database,home-toolbox-arrangement,draft,P1,40,results=16/16; avgSummary=116; thinRows=16,P1 thin result rows: 16
database,home-trash-sorting-flow,draft,P1,40,results=16/16; avgSummary=118; thinRows=16,P1 thin result rows: 16
database,home-window-cleaning-timing,draft,P1,40,results=16/16; avgSummary=119; thinRows=16,P1 thin result rows: 16
database,ice-cup-choice-iOtX,draft,P1,40,results=16/16; avgSummary=111; thinRows=16,P1 thin result rows: 16
database,jjimdak-vs-chicken-mbti-test-KN2X,draft,P1,40,results=15/15; avgSummary=46; thinRows=15,P1 very short result summary exists | P1 thin result rows: 15
database,keyboard-shortcut-use-C1SK,draft,P1,40,results=16/16; avgSummary=132; thinRows=16,P1 thin result rows: 16
database,late-night-delivery-reason-L6od,draft,P1,40,results=16/16; avgSummary=157; thinRows=16,P1 thin result rows: 16
database,learn-break-timer-wave4,draft,Pass,90,results=16/16; avgSummary=165; thinRows=0,
database,learn-concept-map-wave4,draft,Pass,90,results=16/16; avgSummary=162; thinRows=0,
database,learn-deadline-study-wave4,draft,Pass,90,results=16/16; avgSummary=163; thinRows=0,
database,learn-exam-plan-wave4,draft,Pass,90,results=16/16; avgSummary=163; thinRows=0,
database,learn-flashcard-use-wave4,draft,Pass,90,results=16/16; avgSummary=166; thinRows=0,
database,learn-group-study-wave4,draft,Pass,90,results=16/16; avgSummary=164; thinRows=0,
database,learn-learning-goal-wave4,draft,Pass,90,results=16/16; avgSummary=163; thinRows=0,
database,learn-lecture-speed-wave4,draft,Pass,90,results=16/16; avgSummary=163; thinRows=0,
database,learn-note-style-wave4,draft,Pass,90,results=16/16; avgSummary=162; thinRows=0,
database,learn-online-course-wave4,draft,Pass,90,results=16/16; avgSummary=164; thinRows=0,
database,learn-question-mark-wave4,draft,Pass,90,results=16/16; avgSummary=162; thinRows=0,
database,learn-reading-highlight-wave4,draft,Pass,90,results=16/16; avgSummary=164; thinRows=0,
database,learn-resource-save-wave4,draft,Pass,90,results=16/16; avgSummary=163; thinRows=0,
database,learn-review-cycle-wave4,draft,Pass,90,results=16/16; avgSummary=162; thinRows=0,
database,learn-skill-practice-wave4,draft,Pass,90,results=16/16; avgSummary=163; thinRows=0,
database,learn-study-finish-wave4,draft,Pass,90,results=16/16; avgSummary=164; thinRows=0,
database,learn-study-place-wave4,draft,Pass,90,results=16/16; avgSummary=163; thinRows=0,
database,learn-study-start-wave4,draft,Pass,90,results=16/16; avgSummary=163; thinRows=0,
database,learn-teacher-feedback-wave4,draft,Pass,90,results=16/16; avgSummary=164; thinRows=0,
database,leftovers-reheat-method-pgS7,draft,P1,40,results=16/16; avgSummary=121; thinRows=16,P1 thin result rows: 16
database,leisure-book-stack-wave4,draft,Pass,90,results=16/16; avgSummary=170; thinRows=0,
database,leisure-club-fit-wave4,draft,Pass,90,results=16/16; avgSummary=169; thinRows=0,
database,leisure-concert-prep-wave4,draft,Pass,90,results=16/16; avgSummary=167; thinRows=0,
database,leisure-craft-start-wave4,draft,Pass,90,results=16/16; avgSummary=169; thinRows=0,
database,leisure-creative-block-wave4,draft,Pass,90,results=16/16; avgSummary=172; thinRows=0,
database,leisure-diary-deco-wave4,draft,Pass,90,results=16/16; avgSummary=173; thinRows=0,
database,leisure-game-mode-wave4,draft,Pass,90,results=16/16; avgSummary=172; thinRows=0,
database,leisure-hobby-budget-wave4,draft,Pass,90,results=16/16; avgSummary=166; thinRows=0,
database,leisure-home-cafe-wave4,draft,Pass,90,results=16/16; avgSummary=169; thinRows=0,
database,leisure-learning-kit-wave4,draft,Pass,90,results=16/16; avgSummary=172; thinRows=0,
database,leisure-movie-pick-wave4,draft,Pass,90,results=16/16; avgSummary=169; thinRows=0,
database,leisure-museum-pace-wave4,draft,Pass,90,results=16/16; avgSummary=172; thinRows=0,
database,leisure-photo-walk-wave4,draft,Pass,90,results=16/16; avgSummary=167; thinRows=0,
database,leisure-playlist-mood-wave4,draft,Pass,90,results=16/16; avgSummary=176; thinRows=0,
database,leisure-puzzle-style-wave4,draft,Pass,90,results=16/16; avgSummary=173; thinRows=0,
database,leisure-recipe-try-wave4,draft,Pass,90,results=16/16; avgSummary=172; thinRows=0,
database,leisure-solo-time-wave4,draft,Pass,90,results=16/16; avgSummary=172; thinRows=0,
database,leisure-travel-video-wave4,draft,Pass,90,results=16/16; avgSummary=173; thinRows=0,
database,leisure-walking-route-wave4,draft,Pass,90,results=16/16; avgSummary=166; thinRows=0,
database,leisure-weekend-plan-wave4,draft,Pass,90,results=16/16; avgSummary=167; thinRows=0,
database,life-appliance-spot-wave5,draft,Pass,90,results=16/16; avgSummary=150; thinRows=0,
database,life-balcony-use-wave5,draft,Pass,90,results=16/16; avgSummary=152; thinRows=0,
database,life-bin-position-wave5,draft,Pass,90,results=16/16; avgSummary=153; thinRows=0,
database,life-candle-light-wave5,draft,Pass,90,results=16/16; avgSummary=151; thinRows=0,
database,life-container-choice-wave5,draft,Pass,90,results=16/16; avgSummary=154; thinRows=0,
database,life-cup-wash-wave5,draft,Pass,90,results=16/16; avgSummary=157; thinRows=0,
database,life-curtain-open-wave5,draft,Pass,90,results=16/16; avgSummary=153; thinRows=0,
database,life-diffuser-spot-wave5,draft,Pass,90,results=16/16; avgSummary=153; thinRows=0,
database,life-dryrack-use-wave5,draft,Pass,90,results=16/16; avgSummary=152; thinRows=0,
database,life-foodscrap-bin-wave5,draft,Pass,90,results=16/16; avgSummary=155; thinRows=0,
database,life-frame-spot-wave5,draft,Pass,90,results=16/16; avgSummary=151; thinRows=0,
database,life-furniture-layout-wave5,draft,Pass,90,results=16/16; avgSummary=151; thinRows=0,
database,life-humidifier-care-wave5,draft,Pass,90,results=16/16; avgSummary=152; thinRows=0,
database,life-laundromat-visit-wave5,draft,Pass,90,results=16/16; avgSummary=153; thinRows=0,
database,life-laundry-drying-wave5,draft,Pass,90,results=16/16; avgSummary=150; thinRows=0,
database,life-mail-sort-wave5,draft,Pass,90,results=16/16; avgSummary=152; thinRows=0,
database,life-mug-pick-wave5,draft,Pass,90,results=16/16; avgSummary=153; thinRows=0,
database,life-paperbag-keep-wave5,draft,Pass,90,results=16/16; avgSummary=155; thinRows=0,
database,life-recycle-sort-wave5,draft,Pass,90,results=16/16; avgSummary=148; thinRows=0,
database,life-rug-care-wave5,draft,Pass,90,results=16/16; avgSummary=150; thinRows=0,
database,life-slipper-pair-wave5,draft,Pass,90,results=16/16; avgSummary=152; thinRows=0,
database,life-socks-fold-wave5,draft,Pass,90,results=16/16; avgSummary=150; thinRows=0,
database,life-spice-shelf-wave5,draft,Pass,90,results=16/16; avgSummary=151; thinRows=0,
database,life-vacuum-route-wave5,draft,Pass,90,results=16/16; avgSummary=153; thinRows=0,
database,life-water-filter-wave5,draft,Pass,90,results=16/16; avgSummary=152; thinRows=0,
database,lunch-break-boundary-u6f4,draft,P1,40,results=16/16; avgSummary=141; thinRows=16,P1 thin result rows: 16
database,map-route-selection-7Ri3,draft,P1,40,results=16/16; avgSummary=124; thinRows=16,P1 thin result rows: 16
database,meal-bread-morning-wave6,draft,Pass,90,results=16/16; avgSummary=138; thinRows=0,
database,meal-coffee-after-wave6,draft,Pass,90,results=16/16; avgSummary=140; thinRows=0,
database,meal-cooking-mood-wave6,draft,Pass,90,results=16/16; avgSummary=148; thinRows=0,
database,meal-delivery-order-wave6,draft,Pass,90,results=16/16; avgSummary=140; thinRows=0,
database,meal-dish-order-wave6,draft,Pass,90,results=16/16; avgSummary=142; thinRows=0,
database,meal-egg-style-wave6,draft,Pass,90,results=16/16; avgSummary=142; thinRows=0,
database,meal-fridge-meal-wave6,draft,Pass,90,results=16/16; avgSummary=144; thinRows=0,
database,meal-fruit-end-wave6,draft,Pass,90,results=16/16; avgSummary=140; thinRows=0,
database,meal-leftover-keep-wave6,draft,Pass,90,results=16/16; avgSummary=146; thinRows=0,
database,meal-lunchbox-pack-wave6,draft,Pass,90,results=16/16; avgSummary=142; thinRows=0,
database,meal-meal-photo-wave6,draft,Pass,90,results=16/16; avgSummary=140; thinRows=0,
database,meal-meal-prep-wave6,draft,Pass,90,results=16/16; avgSummary=146; thinRows=0,
database,meal-new-recipe-wave6,draft,Pass,90,results=16/16; avgSummary=140; thinRows=0,
database,meal-noodle-night-wave6,draft,Pass,90,results=16/16; avgSummary=144; thinRows=0,
database,meal-plate-arrange-wave6,draft,Pass,90,results=16/16; avgSummary=140; thinRows=0,
database,meal-restaurant-pick-wave6,draft,Pass,90,results=16/16; avgSummary=142; thinRows=0,
database,meal-rice-ratio-wave6,draft,Pass,90,results=16/16; avgSummary=138; thinRows=0,
database,meal-sauce-mix-wave6,draft,Pass,90,results=16/16; avgSummary=140; thinRows=0,
database,meal-share-plate-wave6,draft,Pass,90,results=16/16; avgSummary=146; thinRows=0,
database,meal-solo-meal-mood-wave6,draft,Pass,90,results=16/16; avgSummary=142; thinRows=0,
database,meal-soup-or-stew-wave6,draft,Pass,90,results=16/16; avgSummary=140; thinRows=0,
database,meal-spice-rack-wave6,draft,Pass,90,results=16/16; avgSummary=142; thinRows=0,
database,meal-spicy-tolerance-wave6,draft,Pass,90,results=16/16; avgSummary=142; thinRows=0,
database,meal-sweet-after-wave6,draft,Pass,90,results=16/16; avgSummary=140; thinRows=0,
database,meal-takeout-frequency-wave6,draft,Pass,90,results=16/16; avgSummary=140; thinRows=0,
database,meeting-keyboard-sound-OZsn,draft,P1,40,results=16/16; avgSummary=129; thinRows=16,P1 thin result rows: 16
database,mood-anger-diary-wave5,draft,Pass,90,results=16/16; avgSummary=145; thinRows=0,
database,mood-anger-signal-wave5,draft,Pass,90,results=16/16; avgSummary=148; thinRows=0,
database,mood-burden-sign-wave5,draft,Pass,90,results=16/16; avgSummary=144; thinRows=0,
database,mood-comfort-food-wave5,draft,Pass,90,results=16/16; avgSummary=144; thinRows=0,
database,mood-comfort-music-wave5,draft,Pass,90,results=16/16; avgSummary=145; thinRows=0,
database,mood-compliment-give-wave5,draft,Pass,90,results=16/16; avgSummary=147; thinRows=0,
database,mood-envy-deal-wave5,draft,Pass,90,results=16/16; avgSummary=147; thinRows=0,
database,mood-fear-signal-wave5,draft,Pass,90,results=16/16; avgSummary=146; thinRows=0,
database,mood-heart-alarm-wave5,draft,Pass,90,results=16/16; avgSummary=145; thinRows=0,
database,mood-heart-empty-wave5,draft,Pass,90,results=16/16; avgSummary=147; thinRows=0,
database,mood-ignored-feel-wave5,draft,Pass,90,results=16/16; avgSummary=150; thinRows=0,
database,mood-jealous-hold-wave5,draft,Pass,90,results=16/16; avgSummary=146; thinRows=0,
database,mood-lonely-time-wave5,draft,Pass,90,results=16/16; avgSummary=147; thinRows=0,
database,mood-longing-hold-wave5,draft,Pass,90,results=16/16; avgSummary=149; thinRows=0,
database,mood-name-feel-wave5,draft,Pass,90,results=16/16; avgSummary=152; thinRows=0,
database,mood-new-start-wave5,draft,Pass,90,results=16/16; avgSummary=149; thinRows=0,
database,mood-refusal-feel-wave5,draft,Pass,90,results=16/16; avgSummary=149; thinRows=0,
database,mood-regret-sort-wave5,draft,Pass,90,results=16/16; avgSummary=144; thinRows=0,
database,mood-relief-feel-wave5,draft,Pass,90,results=16/16; avgSummary=150; thinRows=0,
database,mood-self-accept-wave5,draft,Pass,90,results=16/16; avgSummary=145; thinRows=0,
database,mood-self-boast-wave5,draft,Pass,90,results=16/16; avgSummary=144; thinRows=0,
database,mood-share-with-wave5,draft,Pass,90,results=16/16; avgSummary=150; thinRows=0,
database,mood-thanks-diary-wave5,draft,Pass,90,results=16/16; avgSummary=144; thinRows=0,
database,mood-thrill-show-wave5,draft,Pass,90,results=16/16; avgSummary=145; thinRows=0,
database,mood-warm-words-wave5,draft,Pass,90,results=16/16; avgSummary=156; thinRows=0,
database,museum-route-style-tXqh,draft,P1,40,results=16/16; avgSummary=145; thinRows=16,P1 thin result rows: 16
database,music-album-cover-wave6,draft,Pass,90,results=16/16; avgSummary=141; thinRows=0,
database,music-bluetooth-speaker-wave6,draft,Pass,90,results=16/16; avgSummary=147; thinRows=0,
database,music-chart-check-wave6,draft,Pass,90,results=16/16; avgSummary=147; thinRows=0,
database,music-concert-photo-wave6,draft,Pass,90,results=16/16; avgSummary=141; thinRows=0,
database,music-cover-listen-wave6,draft,Pass,90,results=16/16; avgSummary=143; thinRows=0,
database,music-festival-go-wave6,draft,Pass,90,results=16/16; avgSummary=145; thinRows=0,
database,music-genre-explore-wave6,draft,Pass,90,results=16/16; avgSummary=141; thinRows=0,
database,music-headphone-pick-wave6,draft,Pass,90,results=16/16; avgSummary=143; thinRows=0,
database,music-instrumental-pref-wave6,draft,Pass,90,results=16/16; avgSummary=143; thinRows=0,
database,music-karaoke-list-wave6,draft,Pass,90,results=16/16; avgSummary=145; thinRows=0,
database,music-live-stream-wave6,draft,Pass,90,results=16/16; avgSummary=145; thinRows=0,
database,music-lyrics-read-wave6,draft,Pass,90,results=16/16; avgSummary=141; thinRows=0,
database,music-mood-playlist-wave6,draft,Pass,90,results=16/16; avgSummary=151; thinRows=0,
database,music-new-album-wave6,draft,Pass,90,results=16/16; avgSummary=141; thinRows=0,
database,music-podcast-mix-wave6,draft,Pass,90,results=16/16; avgSummary=145; thinRows=0,
database,music-radio-pick-wave6,draft,Pass,90,results=16/16; avgSummary=143; thinRows=0,
database,music-sleep-music-wave6,draft,Pass,90,results=16/16; avgSummary=141; thinRows=0,
database,music-solo-concert-wave6,draft,Pass,90,results=16/16; avgSummary=143; thinRows=0,
database,music-song-recommend-wave6,draft,Pass,90,results=16/16; avgSummary=139; thinRows=0,
database,music-song-share-wave6,draft,Pass,90,results=16/16; avgSummary=141; thinRows=0,
database,music-study-bgm-wave6,draft,Pass,90,results=16/16; avgSummary=143; thinRows=0,
database,music-throwback-play-wave6,draft,Pass,90,results=16/16; avgSummary=141; thinRows=0,
database,music-vinyl-listen-wave6,draft,Pass,90,results=16/16; avgSummary=141; thinRows=0,
database,music-work-music-wave6,draft,Pass,90,results=16/16; avgSummary=143; thinRows=0,
database,music-workout-music-wave6,draft,Pass,90,results=16/16; avgSummary=141; thinRows=0,
database,neighborhood-walk-route-yT-w,draft,P1,40,results=16/16; avgSummary=111; thinRows=16,P1 thin result rows: 16
database,noodle-topping-extra-rAn3,draft,P1,40,results=16/16; avgSummary=131; thinRows=16,P1 thin result rows: 16
database,notification-badge-clearing-mkq4,draft,P1,40,results=16/16; avgSummary=130; thinRows=16,P1 thin result rows: 16
database,outing-bus-or-subway-wave6,draft,Pass,90,results=16/16; avgSummary=150; thinRows=0,
database,outing-card-or-cash-wave6,draft,Pass,90,results=16/16; avgSummary=148; thinRows=0,
database,outing-dust-check-wave6,draft,Pass,90,results=16/16; avgSummary=151; thinRows=0,
database,outing-earlier-leave-wave6,draft,Pass,90,results=16/16; avgSummary=148; thinRows=0,
database,outing-earphone-pick-wave6,draft,Pass,90,results=16/16; avgSummary=148; thinRows=0,
database,outing-forecast-glance-wave6,draft,Pass,90,results=16/16; avgSummary=150; thinRows=0,
database,outing-gas-shutoff-wave6,draft,Pass,90,results=16/16; avgSummary=149; thinRows=0,
database,outing-leave-checklist-wave6,draft,Pass,90,results=16/16; avgSummary=153; thinRows=0,
database,outing-lights-off-wave6,draft,Pass,90,results=16/16; avgSummary=146; thinRows=0,
database,outing-lipbalm-pack-wave6,draft,Pass,90,results=16/16; avgSummary=147; thinRows=0,
database,outing-map-preset-wave6,draft,Pass,90,results=16/16; avgSummary=153; thinRows=0,
database,outing-mask-pack-wave6,draft,Pass,90,results=16/16; avgSummary=149; thinRows=0,
database,outing-meeting-cafe-wave6,draft,Pass,90,results=16/16; avgSummary=147; thinRows=0,
database,outing-meeting-park-wave6,draft,Pass,90,results=16/16; avgSummary=146; thinRows=0,
database,outing-mirror-final-wave6,draft,Pass,90,results=16/16; avgSummary=149; thinRows=0,
database,outing-parking-find-wave6,draft,Pass,90,results=16/16; avgSummary=147; thinRows=0,
database,outing-public-bench-wave6,draft,Pass,90,results=16/16; avgSummary=152; thinRows=0,
database,outing-return-route-wave6,draft,Pass,90,results=16/16; avgSummary=147; thinRows=0,
database,outing-small-coin-wave6,draft,Pass,90,results=16/16; avgSummary=146; thinRows=0,
database,outing-snack-bag-wave6,draft,Pass,90,results=16/16; avgSummary=146; thinRows=0,
database,outing-solo-outing-wave6,draft,Pass,90,results=16/16; avgSummary=149; thinRows=0,
database,outing-taxi-call-wave6,draft,Pass,90,results=16/16; avgSummary=147; thinRows=0,
database,outing-umbrella-fold-wave6,draft,Pass,90,results=16/16; avgSummary=154; thinRows=0,
database,outing-walk-pace-wave6,draft,Pass,90,results=16/16; avgSummary=146; thinRows=0,
database,outing-water-bottle-wave6,draft,Pass,90,results=16/16; avgSummary=149; thinRows=0,
database,parent-academy-pick-wave6,draft,Pass,90,results=16/16; avgSummary=137; thinRows=0,
database,parent-allowance-set-wave6,draft,Pass,90,results=16/16; avgSummary=137; thinRows=0,
database,parent-bath-time-kid-wave6,draft,Pass,90,results=16/16; avgSummary=137; thinRows=0,
database,parent-bedtime-story-wave6,draft,Pass,90,results=16/16; avgSummary=137; thinRows=0,
database,parent-bedtime-talk-wave6,draft,Pass,90,results=16/16; avgSummary=143; thinRows=0,
database,parent-birthday-party-kid-wave6,draft,Pass,90,results=16/16; avgSummary=141; thinRows=0,
database,parent-chore-share-wave6,draft,Pass,90,results=16/16; avgSummary=139; thinRows=0,
database,parent-family-photo-wave6,draft,Pass,90,results=16/16; avgSummary=137; thinRows=0,
database,parent-family-trip-plan-wave6,draft,Pass,90,results=16/16; avgSummary=143; thinRows=0,
database,parent-health-checkup-kid-wave6,draft,Pass,90,results=16/16; avgSummary=141; thinRows=0,
database,parent-homework-help-wave6,draft,Pass,90,results=16/16; avgSummary=137; thinRows=0,
database,parent-lunchbox-kid-wave6,draft,Pass,90,results=16/16; avgSummary=141; thinRows=0,
database,parent-morning-routine-kid-wave6,draft,Pass,90,results=16/16; avgSummary=143; thinRows=0,
database,parent-museum-with-kid-wave6,draft,Pass,90,results=16/16; avgSummary=141; thinRows=0,
database,parent-new-friend-kid-wave6,draft,Pass,90,results=16/16; avgSummary=143; thinRows=0,
database,parent-pickup-time-wave6,draft,Pass,90,results=16/16; avgSummary=137; thinRows=0,
database,parent-playdate-wave6,draft,Pass,90,results=16/16; avgSummary=137; thinRows=0,
database,parent-praise-style-wave6,draft,Pass,90,results=16/16; avgSummary=137; thinRows=0,
database,parent-reading-with-kid-wave6,draft,Pass,90,results=16/16; avgSummary=145; thinRows=0,
database,parent-scolding-style-wave6,draft,Pass,90,results=16/16; avgSummary=139; thinRows=0,
database,parent-screen-time-kid-wave6,draft,Pass,90,results=16/16; avgSummary=143; thinRows=0,
database,parent-sibling-mediation-wave6,draft,Pass,90,results=16/16; avgSummary=137; thinRows=0,
database,parent-snack-pick-kid-wave6,draft,Pass,90,results=16/16; avgSummary=137; thinRows=0,
database,parent-teacher-meet-wave6,draft,Pass,90,results=16/16; avgSummary=139; thinRows=0,
database,parent-theme-park-wave6,draft,Pass,90,results=16/16; avgSummary=135; thinRows=0,
database,password-reset-reaction-_VrE,draft,P1,40,results=16/16; avgSummary=136; thinRows=16,P1 thin result rows: 16
database,pen-choice-style-PDX4,draft,P1,40,results=16/16; avgSummary=137; thinRows=16,P1 thin result rows: 16
database,pet-away-prep-wave6,draft,Pass,90,results=16/16; avgSummary=145; thinRows=0,
database,pet-barking-handle-wave6,draft,Pass,90,results=16/16; avgSummary=141; thinRows=0,
database,pet-bath-cycle-wave6,draft,Pass,90,results=16/16; avgSummary=141; thinRows=0,
database,pet-brush-time-wave6,draft,Pass,90,results=16/16; avgSummary=141; thinRows=0,
database,pet-clean-bed-wave6,draft,Pass,90,results=16/16; avgSummary=143; thinRows=0,
database,pet-dental-care-pet-wave6,draft,Pass,90,results=16/16; avgSummary=141; thinRows=0,
database,pet-kibble-pick-wave6,draft,Pass,90,results=16/16; avgSummary=149; thinRows=0,
database,pet-leash-type-wave6,draft,Pass,90,results=16/16; avgSummary=143; thinRows=0,
database,pet-litter-clean-wave6,draft,Pass,90,results=16/16; avgSummary=143; thinRows=0,
database,pet-nail-trim-wave6,draft,Pass,90,results=16/16; avgSummary=141; thinRows=0,
database,pet-new-toy-wave6,draft,Pass,90,results=16/16; avgSummary=141; thinRows=0,
database,pet-pet-insurance-wave6,draft,Pass,90,results=16/16; avgSummary=137; thinRows=0,
database,pet-pet-name-call-wave6,draft,Pass,90,results=16/16; avgSummary=147; thinRows=0,
database,pet-pet-photo-wave6,draft,Pass,90,results=16/16; avgSummary=141; thinRows=0,
database,pet-sleep-spot-wave6,draft,Pass,90,results=16/16; avgSummary=143; thinRows=0,
database,pet-socialize-wave6,draft,Pass,90,results=16/16; avgSummary=143; thinRows=0,
database,pet-stay-home-pet-wave6,draft,Pass,90,results=16/16; avgSummary=149; thinRows=0,
database,pet-toy-rotate-wave6,draft,Pass,90,results=16/16; avgSummary=143; thinRows=0,
database,pet-training-line-wave6,draft,Pass,90,results=16/16; avgSummary=141; thinRows=0,
database,pet-treat-give-wave6,draft,Pass,90,results=16/16; avgSummary=141; thinRows=0,
